41,25,3.53
40,26,65.9
39,27,42.7
38,28,1.69
42,25,1.55
41,26,105
40,27,207
39,28,28.6
42,26,117
41,27,713
40,28,305
39,29,2.58
43,26,68
42,27,1430
41,28,1860
40,29,82.3
44,26,27.7
43,27,2090
42,28,8090.00000000001
41,29,882
41,29,294
40,30,8.01
45,26,5.87
44,27,1750
43,28,22100
42,29,10100
41,30,214
41,30,50.3
44,27,1060
44,28,45600
43,29,61500
42,30,5570
41,31,11
46,27,336
45,28,55300
44,29,232000
43,30,69200
42,31,546
47,27,60.3
46,28,40200
45,29,564000
44,30,519000
43,31,15400
42,32,16.9
48,27,6.43
47,28,17400
46,29,853999.999999999
45,30,2320000
44,31,232000
43,32,885
43,32,132
48,28,4760
47,29,913000
46,30,7899999.99999999
45,31,2520000
44,32,43500
43,33,13.5
49,28,801
48,29,608000
47,30,17500000
46,31,16700000
45,32,132000
45,32,882000.000000001
44,33,1280
50,28,72.4
49,29,234000
48,30,25100000
47,31,72899999.9999999
46,32,15100000
45,33,77099.9999999999
44,34,12.5
50,29,65800
49,30,28000000
48,31,266000000
47,32,172000000
46,33,3390000
45,34,309
45,34,2070
51,29,6270
50,30,10700000
49,31,349000000
48,32,664999999.999999
47,33,45199999.9999999
46,34,127000
45,35,4.27
52,29,668
51,30,5100000
50,31,655000000
49,32,4030000000
48,33,924999999.999999
47,34,9409999.99999999
47,34,1400000
46,35,2200
53,29,20.9
52,30,757000
51,31,426000000.000001
50,32,9370000000
49,33,3510000000
49,33,3510000000
48,34,329000000
53,30,51800
52,31,128000000
51,32,10700000000
50,33,25200000000
49,34,797000000
49,34,3400000000
48,35,16700000
47,36,392
54,30,2300
53,31,26500000
52,32,9409999999.99998
51,33,76000000000.0001
50,34,42400000000
49,35,449000000
49,35,253000000
54,31,934000
53,32,1430000000
52,33,41700000000
51,34,36500000000
51,34,36500000000
50,35,4510000000
49,36,2160000
49,36,9199999.99999999
55,31,220000
54,32,1500000000
53,33,172000000000
52,34,931000000000.001
51,35,102000000000
51,35,102000000000
55,32,132000000
54,33,64000000000
53,34,1240000000000
52,35,825999999999.999
51,36,33700000000
50,37,27000000
49,38,119
56,32,2740000
55,33,5810000000.00001
54,34,423000000000
53,35,883000000000.001
52,36,2090000000000
51,37,443999999.999999
50,38,47200
56,33,888000000
55,34,262000000000
54,35,1810000000000
53,36,2950000000000
52,37,12100000000
51,38,5800000
50,39,38.9
56,34,127000000000
55,35,3140000000000
54,36,4680000000000
53,37,200000000000
53,37,47000000000
52,38,518000000.000001
51,39,15300
57,34,12800000000
56,35,1240000000000
55,36,5910000000000
54,37,1070000000000
53,38,9389999999.99999
52,39,1370000
58,34,811999999.999999
57,35,314000000000
56,36,4979999999999.99
55,37,2790000000000
54,38,93100000000
53,39,59399999.9999999
58,35,48700000000.0001
57,36,2770000000000
56,37,4699999999999.99
55,38,552999999999.999
54,39,1470000000
53,40,119000
60,34,735000
59,35,5139999999.99999
58,36,1130000000000
57,37,6080000000000
56,38,2280000000000
55,39,24200000000
54,40,8510000
59,36,218000000000
58,37,3990000000000.01
57,38,4899999999999.99
56,39,253000000000
55,40,269000000
53,42,1410
54,41,6050
62,34,46.5
61,35,6619999.99999999
60,36,26200000000
59,37,1830000000000
58,38,6680000000000.01
57,39,825999999999.999
57,39,91799999999.9999
61,36,1830000000
60,37,508000000000.001
59,38,6030000000000.01
58,39,2660000000000
57,40,63599999999.9999
56,41,5820000
56,41,24800000
62,36,69699999.9999999
61,37,83399999999.9999
60,38,3610000000000
59,39,2420000000000
59,39,2420000000000
58,40,440000000000
57,41,217000000
57,41,650000000
61,38,1290000000000
60,39,5569999999999.99
59,40,1720000000000
58,41,12900000000
58,41,1120000000
57,42,3770000
56,43,2.88
56,43,12.3
64,36,14000
63,37,356000000
62,38,265000000000
61,39,4100000000000
60,40,4120000000000
59,41,67600000000.0001
59,41,67600000000.0001
58,42,167000000
57,43,3160
63,38,34300000000
62,39,2020000000000
61,40,6360000000000
60,41,741999999999.999
59,42,3920000000
58,43,339000
64,38,2320000000
63,39,553999999999.999
62,40,5800000000000
61,41,2210000000000
60,42,47200000000
59,43,9179999.99999999
59,43,9179999.99999999
58,44,202
64,39,72899999999.9999
63,40,2740000000000
62,41,3290000000000
61,42,262000000000
60,43,445000000
59,44,22500
66,38,1190000
65,39,5629999999.99999
64,40,864000000000.001
63,41,3400000000000
62,42,953000000000.002
61,43,7010000000
60,44,1680000
65,40,35700000000
64,41,500000000000
63,42,563000000000.001
62,43,13600000000
61,44,15100000
60,45,45.8
60,45,307
66,40,155000000
65,41,106000000000
64,42,270000000000
63,43,3190000000
62,44,37400
66,41,25100000000
65,42,164000000000
64,43,5979999999.99999
63,44,300000
68,40,333000
67,41,4650000000
66,42,97400000000
65,43,11800000000
64,44,3090000
68,41,155000000
67,42,12100000000
66,43,4270000000.00001
65,44,5570000
70,40,183000
69,41,175000000
68,42,6149999999.99999
67,43,6940000000.00001
66,44,518000000.000001
65,45,407000
65,45,407000
64,46,38.2
69,42,947999999.999998
68,43,7199999999.99999
67,44,3790000000.00001
66,45,58500000
65,46,20400
65,46,11000
70,42,32800000
69,43,1850000000
68,44,5670000000
67,45,640999999.999999
66,46,3260000
65,47,272
70,43,263000000
69,44,4310000000
68,45,2490000000
67,46,85799999.9999999
66,47,49400
66,47,7390.00000000001
72,42,8160
71,43,19300000
70,44,1570000000
69,45,3580000000
68,46,577000000
67,47,2210000
66,48,263
71,44,361000000
70,45,3120000000
69,46,1850000000
68,47,16400000
68,47,16400000
67,48,15800
67,48,4700
73,43,29100
72,44,49800000
71,45,1620000000
70,46,3090000000
69,47,105000000
69,47,105000000
68,48,592000
67,49,13.2
73,44,3890000
72,45,518000000.000001
71,46,3280000000
70,47,389000000.000001
70,47,389000000.000001
69,48,7250000
69,48,2170000
68,49,377
68,49,1610
74,44,197000
73,45,111000000
72,46,2440000000
71,47,916000000.000001
71,47,916000000.000001
70,48,85700000.0000001
69,49,19900
69,49,59800
68,50,2.16
75,44,7530
74,45,17900000
73,46,1440000000
72,47,3320000000
71,48,266000000
71,48,266000000
70,49,388000
70,49,1650000
69,50,188
76,44,133
75,45,1370000
74,46,437000000
73,47,3210000000
72,48,1640000000
71,49,12200000
71,49,12200000
70,50,12600
76,45,66200
75,46,83700000.0000001
74,47,2070000000
73,48,3120000000
72,49,31100000
72,49,133000000
71,50,244000
71,50,99300
77,45,2000
76,46,10400000
75,47,930000000.000001
74,48,4209999999.99999
73,49,356999999.999999
73,49,356999999.999999
72,50,5810000
78,45,36.3
77,46,790000
76,47,273000000
75,48,3930000000
74,49,384000000
74,49,1640000000
73,50,17600000
73,50,43100000
72,51,34600
78,46,37700
77,47,52400000
76,48,2590000000
75,49,3930000000
74,50,405000000
73,51,463000
73,51,463000
79,46,805
78,47,5210000
77,48,1070000000
76,49,2690000000
76,49,2690000000
75,50,557000000.000001
75,50,1360000000
74,51,18800000
73,52,4700
79,47,433
78,48,71100000.0000001
77,49,5890000000.00001
76,50,3780000000
75,51,3440000
75,51,2020000
74,52,5.7
80,47,72.7
79,48,38500000.0000001
78,49,4310000000
78,49,4310000000
77,50,3160000000.00001
77,50,7730000000
76,51,44200000
75,52,106
75,52,43.3
81,47,5.01
80,48,10100000
79,49,7379999999.99999
78,50,20300000000
77,51,157000000
77,51,92099999.9999999
76,52,3140
81,48,2000000
80,49,2510000000
80,49,2510000000
79,50,9019999999.99998
79,50,22100000000
78,51,1070000000
77,52,35400
77,52,14400
82,48,975999.999999999
81,49,10100000000
80,50,169000000000
79,51,10500000000
79,51,6149999999.99999
78,52,3230000
83,48,190000
82,49,9030000000
81,50,489000000000.001
80,51,129000000000
79,52,77699999.9999999
79,52,31800000
78,53,32.1
84,48,30100000
83,49,38900000000
82,50,1810000000000
81,51,1080000000000
81,51,1480000000000
80,52,248000000000
79,53,482000000
78,54,29000
84,49,4209999999.99999
83,50,927999999999.999
82,51,4970000000000.01
81,52,1340000000000
81,52,549000000000
80,53,19900000000
79,54,4840000
79,54,1970000
86,48,3120
85,49,117000000
84,50,127000000000
83,51,2730000000000
82,52,3560000000000
81,53,70799999999.9999
81,53,97900000000.0002
80,54,213000000
85,50,13000000000
84,51,1160000000000
83,52,5320000000000
82,53,864000000000.001
81,54,5380000000
81,54,2200000000
80,55,1040000
87,49,39100
86,50,884999999.999999
85,51,318000000000
84,52,4719999999999.99
83,53,1210000000000
83,53,1180000000000
87,50,38199999.9999999
86,51,57300000000.0001
85,52,3050000000000
84,53,4890000000000
83,54,537999999999.999
82,55,1320000000
81,56,70300
88,50,490000
87,51,3180000000
86,52,650000000000
85,53,3280000000000
84,54,4910000000000
83,55,5730000000
83,55,5730000000
88,51,251000000
87,52,217000000000
86,53,3840000000000
85,54,5590000000000
84,55,162000000000
83,56,234000000
82,57,5290
88,52,30000000000
87,53,1960000000000
86,54,6719999999999.99
85,55,864000000000.001
84,56,5099999999.99999
83,57,496000
88,53,558999999999.999
87,54,6430000000000
86,55,2690000000000
85,56,63400000000
84,57,27700000
83,58,342
90,52,73900000
89,53,85000000000.0001
88,54,3560000000000
87,55,4630000000000
86,56,406000000000
85,57,772999999.999999
84,58,44100
89,54,1510000000000
88,55,6509999999999.99
87,56,2020000000000
86,57,16400000000
85,58,4400000
84,59,18.5
90,54,267000000000
89,55,4130000000000.01
88,56,4050000000000
87,57,136000000000
86,58,168000000
85,59,2810
85,59,312
91,54,32300000000
90,55,1890000000000
89,56,5960000000000
88,57,699000000000.001
87,58,3680000000
86,59,319000
92,54,1990000000
91,55,476000000000
90,56,4979999999999.99
89,57,1900000000000
88,58,40499999999.9999
87,59,15800000
86,60,174
91,56,2630000000000
90,57,3250000000000
89,58,276000000000
88,59,470000000.000001
87,60,24800
94,54,865000
93,55,4270000000.00001
92,56,677999999999.999
91,57,2760000000000
90,58,797000000000
89,59,6080000000.00001
88,60,1510000
93,56,105000000000
92,57,1510000000000
91,58,1430000000000
90,59,44100000000
89,60,50500000
88,61,882
96,54,15.8
95,55,1780000
94,56,5590000000
93,57,316000000000
92,58,967000000000.001
91,59,109000000000
90,60,557000000.000001
89,61,46300
94,57,18600000000
93,58,189000000000
92,59,70100000000.0001
91,60,1440000000
90,61,540000
89,62,5.7
96,56,928000.000000001
95,57,883000000.000001
94,58,31100000000
93,59,35100000000
92,60,2620000000
91,61,2060000
91,61,2060000
90,62,193
96,57,36700000
95,58,5040000000
94,59,18200000000
93,60,4650000000
92,61,30700000.0000001
91,62,6540
98,56,48.3
97,57,893000
96,58,494000000
95,59,5879999999.99999
94,60,4680000000
93,61,58500000
93,61,58500000
92,62,107000
91,63,1.48
97,58,26700000
96,59,1150000000
95,60,2770000000
94,61,244000000
93,62,923000
92,63,56.3
98,58,834000.000000001
97,59,133000000
96,60,987000000
95,61,272000000
94,62,3930000
93,63,1000
99,58,17600
98,59,11500000
97,60,290000000
96,61,245000000
95,62,13100000
94,63,14100
100,58,147
99,59,392000
98,60,35300000.0000001
97,61,88300000
96,62,15500000
95,63,66600
94,64,8.93
100,59,5750
99,60,2040000
98,61,16500000
97,62,9230000
96,63,153000
95,64,88.3
101,59,64.8
100,60,91700
99,61,2510000
98,62,4140000
97,63,239000
96,64,559
101,60,2840
100,61,294000
99,62,1510000
98,63,288000
97,64,2720
102,60,76.7
101,61,30800
100,62,505000
99,63,291000
98,64,10100
97,65,3.33
97,65,3.33
102,61,794
101,62,46800
100,63,81999.9999999999
99,64,9940.00000000001
98,65,27.3
103,61,22.5
102,62,4970
101,63,26700
100,64,10100
99,65,106
103,62,339
102,63,6170
101,64,7180
100,65,279
103,62,16.4
103,63,1110
102,64,3930
101,65,521
100,66,3.18
104,63,83.3
103,64,928
102,65,377
101,66,8.58
105,63,6.06
104,64,237
103,65,291
102,66,23.9
105,64,49
104,65,182
103,66,48
106,64,5.91
105,65,72.7
104,66,59.5
106,65,11.5
105,66,27.7
104,67,2.44
106,66,9.83
105,67,2.79
