# Data taken  from Mumpower et al PPNP 86 (2016),,,,,,,,,,,,,,,,,,
58,91,149,0.02,0.02,0.01,0.01,0.41,0.24,0.08,0.05,0.001,0.001,0.001,0.001,0.02,0.41,0.001,0.41
58,92,150,0.17,0.2,0.06,0.07,0.6,0.59,0.23,0.04,0.001,0.001,0.001,0.001,0.2,0.6,0.001,0.6
58,93,151,0.08,0.07,0.04,0.02,0.41,0.31,0.16,0.05,0.001,0.001,0.001,0.001,0.08,0.41,0.001,0.41
58,94,152,0.22,0.22,0.12,0.07,0.47,0.48,0.2,0.04,0.27,0.75,0.47,0.41,0.22,0.48,0.75,0.75
58,95,153,0.1,0.11,0.04,0.02,0.26,0.27,0.12,0.05,0.24,0.43,0.4,0.35,0.11,0.27,0.43,0.43
58,96,154,0.46,0.32,0.17,0.12,0.68,0.36,0.21,0.06,0.51,1.15,0.55,0.45,0.46,0.68,1.15,1.15
58,97,155,0.21,0.19,0.04,0.03,0.24,0.21,0.05,0.03,0.35,1.2,0.45,0.38,0.21,0.24,1.2,1.2
58,98,156,0.9,0.71,0.2,0.18,0.84,0.15,0.18,0.08,1.29,1.45,0.55,0.43,0.9,0.84,1.45,1.45
58,99,157,0.32,0.09,0.11,0.08,0.67,0.47,0.15,0.1,0.97,0.9,0.47,0.39,0.32,0.67,0.97,0.97
58,100,158,2.36,1.5,0.77,0.72,0.93,0.24,0.32,0.18,1,1.66,0.59,0.43,2.36,0.93,1.66,2.36
58,101,159,0.74,0.05,0.25,0.22,1.31,0.77,0.2,0.12,0.67,0.9,0.2,0.17,0.74,1.31,0.9,1.31
58,102,160,4.29,5.39,1.32,0.93,0.49,0.04,0.43,0.23,0.88,2.45,0.42,0.22,5.39,0.49,2.45,5.39
58,103,161,0.08,0.03,0.26,0.21,0.91,0.25,0.12,0.07,0.62,0.65,0.19,0.13,0.26,0.91,0.65,0.91
58,104,162,2.91,3.03,1.2,0.77,0.1,0.01,0.29,0.13,0.51,2.64,0.25,0.17,3.03,0.29,2.64,3.03
58,105,163,0.01,0.02,0.16,0.15,0.65,0.24,0.02,0.01,0.6,0.77,0.24,0.15,0.16,0.65,0.77,0.77
58,106,164,1.83,3.16,1.13,0.71,0.05,0.01,0.22,0.1,1.04,2.83,0.52,0.16,3.16,0.22,2.83,3.16
58,107,165,0.01,0.01,0.19,0.16,0.6,0.14,0.1,0.05,0.56,0.68,0.21,0.14,0.19,0.6,0.68,0.68
58,108,166,2.73,4.23,1.23,0.8,0.05,0.01,0.25,0.11,1.17,3.19,0.31,0.15,4.23,0.25,3.19,4.23
58,109,167,0.01,0.09,0.07,0.06,0.4,0.04,0.05,0.02,0.88,0.06,0.2,0.11,0.09,0.4,0.88,0.88
58,110,168,2.52,6.91,1.26,0.88,0.02,0.01,0.17,0.08,1.34,0.74,0.27,0.15,6.91,0.17,1.34,6.91
58,111,169,0.01,0.03,0.07,0.06,0.42,0.01,0.05,0.01,0.89,0.01,0.13,0.1,0.07,0.42,0.89,0.89
58,112,170,2.95,1.85,1.16,0.68,0.01,0.01,0.23,0.06,3.17,0.35,0.36,0.13,2.95,0.23,3.17,3.17
58,113,171,0.02,0.01,0.11,0.05,0.32,0.01,0.13,0.02,1.34,0.41,0.24,0.12,0.11,0.32,1.34,1.34
58,114,172,6.91,0.07,2.03,0.73,0.01,0.01,0.34,0.04,2.7,0.01,0.25,0.12,6.91,0.34,2.7,6.91
58,115,173,0.02,0.01,0.15,0.04,0.38,0.01,0.14,0.01,0.2,0.01,0.25,0.06,0.15,0.38,0.25,0.38
58,116,174,3.68,0.01,2.92,0.49,0.01,0.01,0.81,0.06,1.47,0.01,0.41,0.1,3.68,0.81,1.47,3.68
58,117,175,0.03,0.01,0.25,0.03,0.04,0.01,0.2,0.01,0.07,0.01,0.28,0.06,0.25,0.2,0.28,0.28
58,118,176,1.81,0.01,1.29,0.23,0.01,0.01,0.2,0.03,0.92,0.01,0.23,0.08,1.81,0.2,0.92,1.81
58,122,180,0.01,0.01,2.52,0.25,0.01,0.01,0.01,0.14,0.03,0.01,0.17,0.18,2.52,0.14,0.18,2.52
58,124,182,0.001,0.001,0.001,0.22,0.001,0.001,0.001,0.11,0.05,0.01,0.78,0.48,0.22,0.11,0.78,0.78
59,91,150,0.02,0.02,0.01,0.01,0.3,0.13,0.01,0.06,0.001,0.001,0.001,0.001,0.02,0.3,0.001,0.3
59,92,151,0.01,0.02,0.01,0.01,0.45,0.33,0.1,0.06,0.001,0.001,0.001,0.001,0.02,0.45,0.001,0.45
59,93,152,0.06,0.08,0.03,0.02,0.48,0.42,0.1,0.08,0.001,0.001,0.001,0.001,0.08,0.48,0.001,0.48
59,94,153,0.03,0.04,0.01,0.01,0.25,0.29,0.11,0.03,0.001,0.001,0.001,0.001,0.04,0.29,0.001,0.29
59,95,154,0.18,0.11,0.08,0.05,0.59,0.43,0.18,0.11,0.001,0.001,0.001,0.001,0.18,0.59,0.001,0.59
59,96,155,0.04,0.03,0.02,0.01,0.46,0.25,0.15,0.08,0.001,0.001,0.001,0.001,0.04,0.46,0.001,0.46
59,97,156,0.27,0.09,0.1,0.08,0.65,0.38,0.2,0.12,0.2,0.87,0.25,0.19,0.27,0.65,0.87,0.87
59,98,157,0.13,0.07,0.03,0.04,0.49,0.17,0.18,0.12,0.26,1.15,0.25,0.16,0.13,0.49,1.15,1.15
59,99,158,0.31,0.09,0.18,0.23,1.55,0.66,0.64,0.37,0.19,1.03,0.2,0.19,0.31,1.55,1.03,1.55
59,100,159,0.4,0.95,0.09,0.11,0.98,0.32,0.57,0.35,1.11,1.26,0.22,0.13,0.95,0.98,1.26,1.26
59,101,160,0.18,0.33,0.2,0.2,1.76,0.86,1.03,0.46,0.96,1.2,0.18,0.11,0.33,1.76,1.2,1.76
59,102,161,0.78,2.03,0.17,0.15,0.82,0.1,0.99,0.55,1.04,1.52,0.27,0.2,2.03,0.99,1.52,2.03
59,103,162,0.28,0.25,0.16,0.14,0.81,0.21,0.95,0.35,0.94,0.89,0.31,0.2,0.28,0.95,0.94,0.95
59,104,163,3.22,4.36,0.27,0.18,0.09,0.01,1.26,0.63,0.65,2.18,0.5,0.26,4.36,1.26,2.18,4.36
59,105,164,0.05,0.05,0.21,0.15,0.33,0.08,0.9,0.34,0.49,0.69,0.53,0.32,0.21,0.9,0.69,0.9
59,106,165,2.3,1.91,0.26,0.18,0.1,0.01,1.32,0.63,0.59,1.57,0.51,0.27,2.3,1.32,1.57,2.3
59,107,166,0.02,0.05,0.15,0.11,0.4,0.06,0.98,0.35,0.59,1.06,0.72,0.3,0.15,0.98,1.06,1.06
59,108,167,2.82,2.46,0.17,0.13,0.05,0.01,1.12,0.55,0.66,1.78,0.16,0.1,2.82,1.12,1.78,2.82
59,109,168,0.09,0.23,0.08,0.05,0.59,0.01,0.69,0.17,0.43,0.62,0.43,0.22,0.23,0.69,0.62,0.69
59,110,169,2.44,2.19,0.24,0.19,0.05,0.01,1.46,0.68,1.34,4.31,0.63,0.29,2.44,1.46,4.31,4.31
59,111,170,0.08,0.28,0.08,0.05,0.73,0.02,0.61,0.15,0.58,0.72,0.59,0.3,0.28,0.73,0.72,0.73
59,112,171,2.99,5.66,0.14,0.11,0.01,0.01,0.87,0.27,1.55,1.11,0.51,0.23,5.66,0.87,1.55,5.66
59,113,172,0.05,0.19,0.06,0.05,0.37,0.01,0.72,0.15,0.77,0.69,0.45,0.22,0.19,0.72,0.77,0.77
59,114,173,3.1,2.46,0.45,0.3,0.01,0.01,1.81,0.26,2.27,0.14,0.4,0.21,3.1,1.81,2.27,3.1
59,115,174,0.05,0.02,0.09,0.07,0.15,0.01,0.95,0.12,0.34,0.05,0.37,0.17,0.09,0.95,0.37,0.95
59,116,175,3.65,0.2,0.3,0.19,0.01,0.01,1.97,0.14,1.68,0.04,0.31,0.13,3.65,1.97,1.68,3.65
59,117,176,0.25,0.01,0.11,0.06,0.02,0.01,1.05,0.06,0.4,0.01,0.37,0.14,0.25,1.05,0.4,1.05
59,118,177,9.54,0.01,1.1,0.51,0.01,0.01,2.54,0.24,1.23,0.01,0.98,0.22,9.54,2.54,1.23,9.54
59,119,178,0.07,0.01,0.02,0.01,0.01,0.01,0.45,0.03,0.16,0.01,0.8,0.15,0.07,0.45,0.8,0.8
59,120,179,0.06,0.01,0.09,0.03,0.01,0.01,1.26,0.13,0.59,0.01,0.94,0.24,0.09,1.26,0.94,1.26
59,121,180,0.01,0.01,0.01,0.01,0.01,0.01,0.2,0.01,0.28,0.01,0.74,0.21,0.01,0.2,0.74,0.74
59,122,181,0.07,0.01,0.04,0.03,0.01,0.01,0.76,0.11,0.66,0.01,0.32,0.17,0.07,0.76,0.66,0.76
59,124,183,0.46,0.01,9.39,0.13,0.01,0.01,0.01,0.14,0.33,0.01,0.52,0.32,9.39,0.14,0.52,9.39
60,91,151,0.01,0.01,0.01,0.01,0.41,0.19,0.02,0.05,0.001,0.001,0.001,0.001,0.01,0.41,0.001,0.41
60,92,152,0.01,0.01,0.01,0.01,0.3,0.27,0.04,0.02,0.001,0.001,0.001,0.001,0.01,0.3,0.001,0.3
60,93,153,0.01,0.01,0.01,0.01,0.32,0.31,0.06,0.04,0.001,0.001,0.001,0.001,0.01,0.32,0.001,0.32
60,94,154,0.12,0.11,0.02,0.04,0.47,0.41,0.13,0.03,0.001,0.001,0.001,0.001,0.12,0.47,0.001,0.47
60,95,155,0.01,0.01,0.01,0.01,0.47,0.27,0.15,0.09,0.001,0.001,0.001,0.001,0.01,0.47,0.001,0.47
60,96,156,0.51,0.31,0.16,0.12,0.79,0.47,0.21,0.05,0.001,0.001,0.001,0.001,0.51,0.79,0.001,0.79
60,97,157,0.22,0.09,0.07,0.04,0.5,0.19,0.15,0.1,0.001,0.001,0.001,0.001,0.22,0.5,0.001,0.5
60,98,158,0.68,0.38,0.23,0.19,1.27,0.66,0.34,0.13,0.41,2.48,0.38,0.23,0.68,1.27,2.48,2.48
60,99,159,0.29,0.3,0.14,0.08,0.98,1.08,0.29,0.24,0.35,1.89,0.39,0.19,0.3,1.08,1.89,1.89
60,100,160,1.27,2.18,0.47,0.4,1.56,0.98,0.49,0.23,1.12,3,0.51,0.24,2.18,1.56,3,3
60,101,161,0.74,0.57,0.24,0.17,0.95,1.72,0.32,0.24,0.5,2.26,0.4,0.2,0.74,1.72,2.26,2.26
60,102,162,3.1,2.68,0.91,0.61,1.54,0.52,0.72,0.3,1.71,2.47,0.44,0.3,3.1,1.54,2.47,3.1
60,103,163,0.72,0.07,0.31,0.2,1.51,1.7,0.21,0.14,1.07,1.49,0.33,0.19,0.72,1.7,1.49,1.7
60,104,164,4.54,3.91,1.06,0.61,0.09,0.05,0.71,0.26,1.03,2.69,0.46,0.23,4.54,0.71,2.69,4.54
60,105,165,0.06,0.01,0.16,0.11,1.01,0.69,0.05,0.04,1.03,0.84,0.21,0.13,0.16,1.01,1.03,1.03
60,106,166,1.98,1.77,1,0.55,0.21,0.02,0.29,0.12,0.62,2.97,0.44,0.21,1.98,0.29,2.97,2.97
60,107,167,0.02,0.01,0.19,0.14,0.62,0.31,0.11,0.06,0.86,0.85,0.13,0.11,0.19,0.62,0.86,0.86
60,108,168,1,2.7,0.99,0.56,0.18,0.01,0.28,0.13,0.62,3.4,0.29,0.14,2.7,0.28,3.4,3.4
60,109,169,0.01,0.03,0.08,0.05,0.62,0.18,0.05,0.03,0.39,0.46,0.12,0.07,0.08,0.62,0.46,0.62
60,110,170,1.14,2.95,0.75,0.44,0.09,0.01,0.16,0.08,1.05,2.37,0.24,0.11,2.95,0.16,2.37,2.95
60,111,171,0.01,0.02,0.18,0.13,0.59,0.17,0.06,0.03,0.72,0.81,0.12,0.08,0.18,0.59,0.81,0.81
60,112,172,1.44,3.2,1.44,0.79,0.04,0.01,0.19,0.07,0.38,3.3,0.17,0.08,3.2,0.19,3.3,3.3
60,113,173,0.01,0.02,0.16,0.11,0.49,0.15,0.05,0.02,0.57,0.09,0.07,0.04,0.16,0.49,0.57,0.57
60,114,174,3.16,9.24,2.14,0.95,0.03,0.01,0.32,0.07,1.23,1.61,0.14,0.07,9.24,0.32,1.61,9.24
60,115,175,0.01,0.04,0.18,0.08,0.76,0.06,0.16,0.01,0.5,1.38,0.13,0.06,0.18,0.76,1.38,1.38
60,116,176,2.78,2.95,1.2,0.38,0.02,0.01,0.24,0.03,1.29,0.43,0.22,0.09,2.95,0.24,1.29,2.95
60,117,177,0.01,0.01,0.08,0.01,1.07,0.01,0.01,0.01,0.86,0.04,0.19,0.07,0.08,1.07,0.86,1.07
60,118,178,6.36,0.56,0.99,0.14,0.04,0.01,0.13,0.01,1.8,0.73,0.18,0.07,6.36,0.13,1.8,6.36
60,119,179,0.01,0.01,0.01,0.01,1.8,0.01,0.01,0.01,0.64,0.01,0.1,0.05,0.01,1.8,0.64,1.8
60,120,180,0.03,0.01,0.69,0.19,0.12,0.01,0.98,0.04,0.87,0.01,0.14,0.09,0.69,0.98,0.87,0.98
60,121,181,0.01,0.01,0.07,0.01,0.63,0.01,0.39,0.03,0.5,0.01,0.06,0.07,0.07,0.63,0.5,0.63
60,122,182,0.03,0.01,0.38,0.23,0.01,0.01,0.53,0.07,0.13,0.01,0.16,0.09,0.38,0.53,0.16,0.53
60,123,183,0.01,0.01,0.21,0.11,0.14,0.01,0.36,0.07,0.26,0.01,0.1,0.08,0.21,0.36,0.26,0.36
60,124,184,0.58,0.01,0.37,0.29,0.01,0.01,0.41,0.12,0.81,0.01,0.59,0.36,0.58,0.41,0.81,0.81
60,125,185,0.08,0.01,0.27,0.14,0.08,0.01,0.17,0.06,0.34,0.01,0.58,0.47,0.27,0.17,0.58,0.58
61,92,153,0.01,0.01,0.01,0.01,0.14,0.06,0.01,0.02,0.001,0.001,0.001,0.001,0.01,0.14,0.001,0.14
61,93,154,0.01,0.01,0.01,0.01,0.17,0.04,0.01,0.02,0.001,0.001,0.001,0.001,0.01,0.17,0.001,0.17
61,95,156,0.1,0.04,0.01,0.01,0.66,0.19,0.05,0.07,0.001,0.001,0.001,0.001,0.1,0.66,0.001,0.66
61,96,157,0.09,0.05,0.03,0.02,0.65,0.29,0.18,0.13,0.001,0.001,0.001,0.001,0.09,0.65,0.001,0.65
61,97,158,0.27,0.17,0.1,0.07,1.18,0.68,0.26,0.21,0.001,0.001,0.001,0.001,0.27,1.18,0.001,1.18
61,98,159,0.13,0.14,0.05,0.06,0.85,0.61,0.34,0.17,0.001,0.001,0.001,0.001,0.14,0.85,0.001,0.85
61,99,160,0.48,0.47,0.25,0.17,1.57,1.85,0.54,0.4,0.17,0.46,0.17,0.1,0.48,1.85,0.46,1.85
61,100,161,0.38,0.33,0.08,0.06,1.31,0.79,0.54,0.28,0.43,2.05,0.23,0.21,0.38,1.31,2.05,2.05
61,101,162,0.65,0.27,0.33,0.22,2.29,1.68,0.92,0.41,0.3,1.55,0.21,0.1,0.65,2.29,1.55,2.29
61,102,163,0.54,1.07,0.19,0.1,1.74,0.37,0.68,0.35,0.99,2.29,0.43,0.26,1.07,1.74,2.29,2.29
61,103,164,0.59,0.55,0.26,0.17,2.81,1.54,0.99,0.37,0.57,2.38,0.36,0.18,0.59,2.81,2.38,2.81
61,104,165,1.14,3.62,0.22,0.12,0.96,0.32,0.84,0.45,1.73,2.17,0.29,0.19,3.62,0.96,2.17,3.62
61,105,166,0.39,0.3,0.21,0.14,1.2,0.53,0.88,0.29,1.55,0.77,0.49,0.26,0.39,1.2,1.55,1.55
61,106,167,1.2,4.01,0.12,0.09,0.31,0.05,0.94,0.41,0.54,2.03,0.29,0.17,4.01,0.94,2.03,4.01
61,107,168,0.05,0.05,0.06,0.04,1.1,0.86,1.08,0.32,0.71,1.33,0.5,0.29,0.06,1.1,1.33,1.33
61,108,169,0.85,3.38,0.2,0.13,0.24,0.01,1.37,0.59,0.83,4.77,0.65,0.29,3.38,1.37,4.77,4.77
61,109,170,0.04,0.14,0.08,0.06,0.65,0.23,0.96,0.25,0.57,0.5,0.45,0.22,0.14,0.96,0.57,0.96
61,110,171,1.56,2.1,0.23,0.12,0.11,0.02,1.6,0.64,0.56,2.51,0.45,0.24,2.1,1.6,2.51,2.51
61,111,172,0.04,0.1,0.12,0.08,0.51,0.13,0.93,0.22,0.38,0.57,0.46,0.2,0.12,0.93,0.57,0.93
61,112,173,1.47,1.95,0.26,0.12,0.05,0.01,1.55,0.51,0.35,1.44,0.33,0.21,1.95,1.55,1.44,1.95
61,113,174,0.02,0.04,0.16,0.08,0.38,0.15,1.24,0.29,0.32,0.97,0.23,0.13,0.16,1.24,0.97,1.24
61,114,175,2.5,3.74,0.16,0.09,0.01,0.01,1.35,0.34,0.23,2.07,0.3,0.13,3.74,1.35,2.07,3.74
61,115,176,0.01,0.06,0.13,0.07,0.22,0.04,0.99,0.22,0.18,1.18,0.31,0.13,0.13,0.99,1.18,1.18
61,116,177,1.67,3.03,0.11,0.06,0.01,0.01,1.06,0.23,1.06,1.44,0.45,0.18,3.03,1.06,1.44,3.03
61,117,178,0.01,0.06,0.08,0.05,0.31,0.03,0.63,0.1,0.77,1.02,0.41,0.16,0.08,0.63,1.02,1.02
61,118,179,2.05,2.77,0.75,0.33,0.02,0.01,1.26,0.17,1.49,0.49,0.34,0.18,2.77,1.26,1.49,2.77
61,119,180,0.01,0.01,0.03,0.01,1.43,0.01,0.43,0.04,0.6,0.01,0.26,0.12,0.03,1.43,0.6,1.43
61,120,181,0.03,0.01,0.1,0.04,0.13,0.01,1.19,0.2,0.42,0.01,0.16,0.15,0.1,1.19,0.42,1.19
61,121,182,0.01,0.01,0.06,0.03,0.3,0.01,0.65,0.09,0.21,0.01,0.14,0.11,0.06,0.65,0.21,0.65
61,122,183,0.03,0.01,0.09,0.05,0.07,0.01,0.68,0.17,0.23,0.03,0.14,0.13,0.09,0.68,0.23,0.68
61,123,184,0.02,0.01,0.01,0.01,0.09,0.01,0.15,0.02,0.2,0.01,0.21,0.19,0.02,0.15,0.21,0.21
61,124,185,0.83,0.02,0.15,0.09,0.01,0.01,0.51,0.09,0.82,0.12,0.45,0.26,0.83,0.51,0.82,0.83
61,125,186,0.37,0.01,0.21,0.11,0.01,0.01,0.31,0.06,0.21,0.01,0.59,0.71,0.37,0.31,0.71,0.71
62,94,156,0.01,0.01,0.01,0.01,0.12,0.03,0.01,0.01,0.001,0.001,0.001,0.001,0.01,0.12,0.001,0.12
62,95,157,0.01,0.01,0.01,0.01,0.65,0.22,0.06,0.1,0.001,0.001,0.001,0.001,0.01,0.65,0.001,0.65
62,96,158,0.12,0.07,0.01,0.04,1.08,0.65,0.21,0.09,0.001,0.001,0.001,0.001,0.12,1.08,0.001,1.08
62,97,159,0.18,0.2,0.1,0.1,0.9,0.64,0.28,0.19,0.001,0.001,0.001,0.001,0.2,0.9,0.001,0.9
62,98,160,0.62,0.71,0.13,0.22,1.53,2.01,0.47,0.14,0.001,0.001,0.001,0.001,0.71,2.01,0.001,2.01
62,99,161,0.15,0.17,0.08,0.07,1.47,1.04,0.53,0.38,0.001,0.001,0.001,0.001,0.17,1.47,0.001,1.47
62,100,162,1.49,1.27,0.52,0.37,2.8,2.14,0.84,0.2,0.64,2.48,0.56,0.37,1.49,2.8,2.48,2.8
62,101,163,0.57,0.62,0.24,0.12,2.03,1.9,0.69,0.43,0.5,1.78,0.46,0.23,0.62,2.03,1.78,2.03
62,102,164,2.56,2.51,0.88,0.52,3.13,2.26,0.98,0.27,0.67,5.42,0.43,0.21,2.56,3.13,5.42,5.42
62,103,165,0.8,0.82,0.31,0.17,1.55,3.49,0.53,0.3,0.61,4.04,0.4,0.17,0.82,3.49,4.04,4.04
62,104,166,2.08,3.69,0.62,0.32,1.39,0.22,0.64,0.19,1.5,3.77,0.47,0.19,3.69,1.39,3.77,3.77
62,105,167,0.83,0.11,0.22,0.12,1.7,1.68,0.19,0.12,1.43,3.07,0.2,0.1,0.83,1.7,3.07,3.07
62,106,168,1.6,1.74,0.63,0.38,0.16,0.26,0.51,0.15,0.83,2.58,0.34,0.14,1.74,0.51,2.58,2.58
62,107,169,0.14,0.02,0.11,0.06,0.75,1,0.13,0.06,0.67,1.97,0.15,0.08,0.14,1,1.97,1.97
62,108,170,1.72,2,0.74,0.4,0.06,0.09,0.32,0.12,0.33,2.39,0.26,0.12,2,0.32,2.39,2.39
62,109,171,0.05,0.02,0.09,0.05,0.4,0.33,0.08,0.04,0.3,0.74,0.12,0.1,0.09,0.4,0.74,0.74
62,110,172,1.97,2.14,0.81,0.43,0.03,0.04,0.28,0.11,0.28,2.93,0.19,0.11,2.14,0.28,2.93,2.93
62,111,173,0.02,0.01,0.16,0.09,0.31,0.55,0.07,0.03,0.15,1.28,0.1,0.04,0.16,0.55,1.28,1.28
62,112,174,1.84,2.25,1.03,0.47,0.1,0.03,0.23,0.08,0.28,2.88,0.16,0.08,2.25,0.23,2.88,2.88
62,113,175,0.02,0.01,0.24,0.13,0.45,0.36,0.09,0.03,0.18,0.54,0.07,0.03,0.24,0.45,0.54,0.54
62,114,176,1.48,4.43,1.32,0.54,0.09,0.01,0.29,0.08,0.57,3.23,0.19,0.08,4.43,0.29,3.23,4.43
62,115,177,0.01,0.03,0.37,0.17,0.56,0.28,0.12,0.04,0.36,0.48,0.1,0.07,0.37,0.56,0.48,0.56
62,116,178,1.29,4.83,1.82,0.64,0.05,0.01,0.42,0.09,0.34,2.02,0.21,0.12,4.83,0.42,2.02,4.83
62,117,179,0.01,0.02,0.1,0.05,0.54,0.37,0.02,0.01,0.45,0.33,0.15,0.11,0.1,0.54,0.45,0.54
62,118,180,1.44,2.89,0.67,0.27,0.03,0.01,0.11,0.02,0.36,1.06,0.09,0.05,2.89,0.11,1.06,2.89
62,119,181,0.01,0.01,0.02,0.01,0.45,0.95,0.01,0.01,0.15,0.6,0.04,0.04,0.02,0.95,0.6,0.95
62,121,183,0.01,0.01,0.03,0.02,0.25,0.41,0.06,0.02,0.24,0.08,0.03,0.02,0.03,0.41,0.24,0.41
62,122,184,0.04,0.07,0.38,0.32,0.01,0.04,0.16,0.04,0.23,0.25,0.22,0.19,0.38,0.16,0.25,0.38
62,124,186,0.6,0.99,0.82,0.88,0.02,0.01,0.79,0.15,0.82,0.49,0.58,0.63,0.99,0.79,0.82,0.99
62,125,187,0.03,0.13,0.38,0.28,0.13,0.05,0.39,0.07,0.41,0.31,0.87,1.03,0.38,0.39,1.03,1.03
63,95,158,0.01,0.01,0.01,0.01,0.11,0.02,0.01,0.02,0.001,0.001,0.001,0.001,0.01,0.11,0.001,0.11
63,96,159,0.01,0.01,0.01,0.01,0.91,0.38,0.05,0.19,0.001,0.001,0.001,0.001,0.01,0.91,0.001,0.91
63,97,160,0.05,0.02,0.01,0.01,0.66,0.27,0.04,0.12,0.001,0.001,0.001,0.001,0.05,0.66,0.001,0.66
63,98,161,0.01,0.01,0.01,0.01,0.86,0.48,0.09,0.13,0.001,0.001,0.001,0.001,0.01,0.86,0.001,0.86
63,99,162,0.15,0.09,0.01,0.04,2.22,1.05,0.15,0.3,0.001,0.001,0.001,0.001,0.15,2.22,0.001,2.22
63,100,163,0.06,0.08,0.01,0.01,2,1.73,0.37,0.26,0.001,0.001,0.001,0.001,0.08,2,0.001,2
63,101,164,0.46,0.51,0.1,0.09,3.28,2.74,0.59,0.43,0.28,0.26,0.22,0.22,0.51,3.28,0.28,3.28
63,102,165,0.23,0.26,0.1,0.05,2.69,2.39,0.93,0.39,0.58,2.25,0.39,0.26,0.26,2.69,2.25,2.69
63,103,166,0.62,0.64,0.32,0.14,2.43,3.15,0.99,0.32,0.44,1.26,0.3,0.17,0.64,3.15,1.26,3.15
63,104,167,0.42,0.74,0.16,0.07,2.42,2.31,0.99,0.41,0.87,3.95,0.67,0.29,0.74,2.42,3.95,3.95
63,105,168,0.19,0.38,0.2,0.11,1.26,1.37,0.73,0.24,0.55,3.17,0.38,0.17,0.38,1.37,3.17,3.17
63,106,169,0.18,0.74,0.18,0.05,1.12,0.36,0.71,0.28,0.42,3.52,0.31,0.11,0.74,1.12,3.52,3.52
63,107,170,0.18,0.43,0.18,0.12,1.25,1.31,0.78,0.24,1.16,3.34,0.24,0.1,0.43,1.31,3.34,3.34
63,108,171,0.37,1.47,0.11,0.05,0.65,0.36,0.61,0.27,0.66,1.8,0.21,0.06,1.47,0.65,1.8,1.8
63,109,172,0.15,0.13,0.13,0.08,1.14,0.82,0.73,0.23,0.63,0.72,0.17,0.1,0.15,1.14,0.72,1.14
63,110,173,0.77,2.82,0.21,0.09,0.41,0.08,0.95,0.33,0.42,1.8,0.18,0.07,2.82,0.95,1.8,2.82
63,111,174,0.29,0.23,0.12,0.06,0.69,0.69,0.81,0.18,0.41,1.56,0.27,0.1,0.29,0.81,1.56,1.56
63,112,175,0.91,2.46,0.3,0.16,0.45,0.03,1.81,0.55,0.39,3.27,0.27,0.09,2.46,1.81,3.27,3.27
63,113,176,0.12,0.08,0.16,0.08,1.06,0.37,1.15,0.25,0.42,0.67,0.28,0.09,0.16,1.15,0.67,1.15
63,114,177,1.34,2.64,0.28,0.12,0.07,0.01,1.85,0.47,0.19,2.17,0.27,0.13,2.64,1.85,2.17,2.64
63,115,178,0.03,0.1,0.17,0.08,0.25,0.1,1.33,0.27,0.3,0.6,0.35,0.14,0.17,1.33,0.6,1.33
63,116,179,1.02,2.65,0.2,0.09,0.05,0.01,1.47,0.38,0.36,1.66,0.26,0.12,2.65,1.47,1.66,2.65
63,117,180,0.02,0.11,0.12,0.05,0.28,0.06,0.71,0.13,0.33,0.93,0.25,0.12,0.12,0.71,0.93,0.93
63,118,181,0.71,2.21,0.26,0.1,0.03,0.01,0.76,0.26,0.32,1.29,0.17,0.13,2.21,0.76,1.29,2.21
63,119,182,0.01,0.01,0.11,0.05,0.35,0.19,0.43,0.09,0.19,0.02,0.16,0.12,0.11,0.43,0.19,0.43
