# Data taken  from Mumpower et al PPNP 86 (2016),,,,,,,,,,,,,,,,,,
63,120,183,0.1,0.23,0.08,0.05,0.02,0.01,0.6,0.24,0.32,0.27,0.3,0.18,0.23,0.6,0.32,0.6
63,121,184,0.01,0.01,0.07,0.04,0.1,0.02,0.43,0.11,0.22,0.23,0.22,0.17,0.07,0.43,0.23,0.43
63,122,185,0.11,0.15,0.06,0.06,0.06,0.01,0.62,0.25,0.47,0.31,0.34,0.34,0.15,0.62,0.47,0.62
63,123,186,0.01,0.02,0.05,0.05,0.09,0.03,0.38,0.14,0.64,0.26,0.47,0.43,0.05,0.38,0.64,0.64
63,124,187,0.57,0.57,0.25,0.24,0.08,0.01,0.51,0.22,0.46,0.5,0.56,0.57,0.57,0.51,0.57,0.57
63,125,188,0.57,0.84,0.05,0.06,0.05,0.01,0.33,0.1,0.59,0.06,0.95,1.47,0.84,0.33,1.47,1.47
64,98,162,0.01,0.01,0.01,0.01,0.15,0.05,0.01,0.01,0.001,0.001,0.001,0.001,0.01,0.15,0.001,0.15
64,99,163,0.01,0.01,0.01,0.01,0.57,0.25,0.02,0.05,0.001,0.001,0.001,0.001,0.01,0.57,0.001,0.57
64,100,164,0.02,0.01,0.01,0.01,0.54,0.48,0.03,0.02,0.09,0.05,0.06,0.26,0.02,0.54,0.26,0.54
64,101,165,0.03,0.03,0.01,0.01,1.53,1.05,0.16,0.13,0.13,0.06,0.08,0.2,0.03,1.53,0.2,1.53
64,102,166,0.3,0.46,0.04,0.06,1.29,2.2,0.25,0.05,0.21,0.3,0.15,0.22,0.46,2.2,0.3,2.2
64,103,167,0.2,0.32,0.07,0.04,1.59,2.01,0.47,0.16,0.27,0.5,0.27,0.18,0.32,2.01,0.5,2.01
64,104,168,0.87,0.82,0.47,0.26,1.73,1.53,0.77,0.14,0.55,2.16,0.47,0.23,0.87,1.73,2.16,2.16
64,105,169,0.19,0.24,0.07,0.03,0.52,0.67,0.24,0.08,0.38,1.62,0.37,0.16,0.24,0.67,1.62,1.62
64,106,170,0.76,1.9,0.37,0.2,1.1,1.03,0.46,0.1,0.59,2.98,0.41,0.16,1.9,1.1,2.98,2.98
64,107,171,0.42,0.27,0.16,0.09,0.69,1.95,0.32,0.17,0.43,2.85,0.4,0.17,0.42,1.95,2.85,2.85
64,108,172,1.28,2.07,0.59,0.26,1.07,0.32,0.44,0.12,0.91,2.77,0.42,0.17,2.07,1.07,2.77,2.77
64,109,173,0.28,0.08,0.15,0.06,0.6,1.19,0.16,0.08,0.64,1.72,0.34,0.15,0.28,1.19,1.72,1.72
64,110,174,1.71,1.84,0.47,0.24,0.34,0.19,0.35,0.08,0.31,1.2,0.17,0.06,1.84,0.35,1.2,1.84
64,111,175,0.19,0.02,0.11,0.05,0.67,0.53,0.11,0.05,0.36,0.73,0.07,0.03,0.19,0.67,0.73,0.73
64,112,176,1.75,1.56,0.76,0.35,0.06,0.12,0.3,0.08,0.17,1.8,0.14,0.06,1.75,0.3,1.8,1.8
64,113,177,0.08,0.01,0.25,0.11,0.56,0.76,0.18,0.06,0.21,1,0.08,0.03,0.25,0.76,1,1
64,114,178,1.22,2.36,1.12,0.38,0.05,0.03,0.53,0.12,0.19,2.19,0.14,0.06,2.36,0.53,2.19,2.36
64,115,179,0.02,0.02,0.28,0.11,0.29,0.35,0.12,0.04,0.19,0.71,0.06,0.03,0.28,0.35,0.71,0.71
64,116,180,0.82,2.17,1.45,0.44,0.06,0.03,0.58,0.12,0.15,2.74,0.15,0.07,2.17,0.58,2.74,2.74
64,117,181,0.01,0.02,0.13,0.06,0.19,0.96,0.02,0.01,0.1,0.36,0.09,0.08,0.13,0.96,0.36,0.96
64,118,182,0.35,1.43,0.43,0.16,0.02,0.04,0.12,0.02,0.06,0.94,0.11,0.08,1.43,0.12,0.94,1.43
64,119,183,0.01,0.01,0.02,0.01,0.11,0.68,0.01,0.01,0.04,0.22,0.03,0.06,0.02,0.68,0.22,0.68
64,120,184,0.11,0.39,0.45,0.25,0.02,0.04,0.12,0.06,0.07,0.51,0.14,0.12,0.45,0.12,0.51,0.51
64,121,185,0.01,0.01,0.06,0.05,0.1,0.29,0.03,0.02,0.05,0.43,0.04,0.06,0.06,0.29,0.43,0.43
64,122,186,0.22,0.25,0.69,0.63,0.11,0.02,0.12,0.08,0.6,0.31,0.41,0.39,0.69,0.12,0.6,0.69
64,123,187,0.01,0.01,0.15,0.18,0.27,0.27,0.19,0.07,0.49,0.19,0.23,0.22,0.18,0.27,0.49,0.49
64,124,188,0.46,0.57,1.14,1.46,0.09,0.01,0.88,0.28,0.7,0.89,1.26,1.49,1.46,0.88,1.49,1.49
64,125,189,0.08,0.11,0.55,0.75,0.2,0.07,0.48,0.12,0.97,0.22,1.63,2.33,0.75,0.48,2.33,2.33
65,100,165,0.01,0.01,0.01,0.01,0.19,0.05,0.01,0.01,0.09,0.02,0.04,0.22,0.01,0.19,0.22,0.22
65,101,166,0.01,0.01,0.01,0.01,0.56,0.27,0.01,0.05,0.001,0.001,0.001,0.001,0.01,0.56,0.001,0.56
65,102,167,0.02,0.02,0.01,0.01,1.49,1.29,0.13,0.12,0.13,0.11,0.09,0.22,0.02,1.49,0.22,1.49
65,103,168,0.13,0.13,0.03,0.04,1.62,1.09,0.2,0.25,0.14,0.13,0.09,0.21,0.13,1.62,0.21,1.62
65,104,169,0.03,0.05,0.02,0.01,0.89,1.07,0.39,0.18,0.38,0.47,0.24,0.32,0.05,1.07,0.47,1.07
65,105,170,0.3,0.45,0.22,0.09,1.15,1.97,0.41,0.2,0.22,0.35,0.16,0.19,0.45,1.97,0.35,1.97
65,106,171,0.11,0.14,0.07,0.03,1.04,0.83,0.55,0.22,0.41,2.37,0.34,0.2,0.14,1.04,2.37,2.37
65,107,172,0.4,0.28,0.25,0.11,1.62,1.87,0.85,0.26,0.3,1.66,0.25,0.12,0.4,1.87,1.66,1.87
65,108,173,0.14,0.31,0.1,0.03,1.24,0.89,0.68,0.22,0.33,2.54,0.21,0.06,0.31,1.24,2.54,2.54
65,109,174,0.21,0.17,0.11,0.06,1.58,1.41,0.62,0.19,0.29,1.87,0.2,0.05,0.21,1.58,1.87,1.87
65,110,175,0.28,0.54,0.25,0.06,1.36,0.3,0.74,0.26,0.63,1.9,0.09,0.05,0.54,1.36,1.9,1.9
65,111,176,0.26,0.26,0.19,0.1,1.75,0.96,0.94,0.21,0.47,1.01,0.13,0.04,0.26,1.75,1.01,1.75
65,112,177,0.16,0.58,0.2,0.08,0.89,0.36,0.81,0.29,0.49,1.1,0.17,0.05,0.58,0.89,1.1,1.1
65,113,178,0.11,0.13,0.22,0.09,0.96,0.99,1.13,0.24,0.45,0.55,0.16,0.07,0.22,1.13,0.55,1.13
65,114,179,0.15,1.62,0.27,0.11,0.7,0.05,1.39,0.36,0.23,1.03,0.12,0.07,1.62,1.39,1.03,1.62
65,115,180,0.11,0.3,0.16,0.07,0.62,0.2,1.16,0.18,0.22,0.71,0.13,0.06,0.3,1.16,0.71,1.16
65,116,181,0.58,1.78,0.24,0.08,0.11,0.01,1.19,0.3,0.17,1.25,0.12,0.07,1.78,1.19,1.25,1.78
65,117,182,0.04,0.05,0.17,0.06,0.26,0.12,0.69,0.14,0.14,0.38,0.17,0.11,0.17,0.69,0.38,0.69
65,118,183,0.17,0.88,0.29,0.12,0.09,0.01,0.79,0.25,0.12,0.54,0.17,0.13,0.88,0.79,0.54,0.88
65,119,184,0.01,0.01,0.07,0.04,0.2,0.11,0.46,0.07,0.11,0.12,0.2,0.17,0.07,0.46,0.2,0.46
65,120,185,0.08,0.46,0.11,0.08,0.1,0.01,0.79,0.34,0.18,0.73,0.35,0.31,0.46,0.79,0.73,0.79
65,121,186,0.01,0.01,0.08,0.06,0.22,0.1,0.46,0.18,0.13,0.13,0.37,0.35,0.08,0.46,0.37,0.46
65,122,187,0.06,0.27,0.1,0.15,0.12,0.05,0.87,0.58,0.36,0.31,0.51,0.6,0.27,0.87,0.6,0.87
65,123,188,0.01,0.02,0.07,0.09,0.17,0.18,0.63,0.25,0.39,0.2,0.8,0.94,0.09,0.63,0.94,0.94
65,124,189,0.8,0.67,0.1,0.14,0.1,0.01,1.2,0.5,1.61,1.16,1.83,2.31,0.8,1.2,2.31,2.31
65,125,190,0.13,0.13,0.35,0.47,0.49,0.05,0.5,0.31,1.41,0.43,2.37,3.29,0.47,0.5,3.29,3.29
65,126,191,24.21,11.07,11.99,12.04,0.01,0.01,0.01,0.43,1.57,0.66,1.18,12.2,24.21,0.43,12.2,24.21
65,127,192,0.001,0.001,0.001,0.02,0.001,0.001,0.001,0.19,0.01,0.01,0.01,0.01,0.02,0.19,0.01,0.19
65,128,193,0.001,0.001,0.001,1.91,0.001,0.001,0.001,0.5,0.01,0.01,0.01,0.01,1.91,0.5,0.01,1.91
65,130,195,0.001,0.001,0.001,0.84,0.001,0.001,0.001,0.13,0.01,0.01,0.01,0.01,0.84,0.13,0.01,0.84
66,101,167,0.01,0.01,0.01,0.01,0.13,0.04,0.01,0.01,0.001,0.001,0.001,0.001,0.01,0.13,0.001,0.13
66,102,168,0.01,0.01,0.01,0.01,0.22,0.14,0.01,0.01,0.001,0.001,0.001,0.001,0.01,0.22,0.001,0.22
66,103,169,0.01,0.01,0.01,0.01,0.38,0.3,0.04,0.04,0.001,0.001,0.001,0.001,0.01,0.38,0.001,0.38
66,104,170,0.08,0.15,0.01,0.03,0.92,1.8,0.28,0.05,0.12,0.1,0.08,0.2,0.15,1.8,0.2,1.8
66,105,171,0.05,0.07,0.03,0.01,0.71,0.67,0.22,0.08,0.08,0.08,0.07,0.1,0.07,0.71,0.1,0.71
66,106,172,0.24,0.33,0.12,0.06,0.9,1.12,0.32,0.05,0.14,0.42,0.11,0.1,0.33,1.12,0.42,1.12
66,107,173,0.16,0.23,0.08,0.03,1.27,1.25,0.54,0.17,0.17,0.43,0.15,0.07,0.23,1.27,0.43,1.27
66,108,174,0.71,0.66,0.35,0.13,1.61,1.41,0.6,0.07,0.26,1.54,0.2,0.07,0.71,1.61,1.54,1.61
66,109,175,0.1,0.11,0.06,0.02,0.91,0.74,0.33,0.1,0.21,1.11,0.17,0.06,0.11,0.91,1.11,1.11
66,110,176,0.56,1.34,0.33,0.14,1.01,0.88,0.48,0.08,0.28,1.75,0.17,0.06,1.34,1.01,1.75,1.75
66,111,177,0.17,0.2,0.17,0.05,0.53,1.27,0.45,0.18,0.19,1.72,0.17,0.06,0.2,1.27,1.72,1.72
66,112,178,0.64,1.9,0.57,0.21,0.75,0.24,0.65,0.12,0.33,0.92,0.23,0.08,1.9,0.75,0.92,1.9
66,113,179,0.15,0.05,0.18,0.05,0.29,1.04,0.28,0.1,0.16,0.74,0.11,0.05,0.18,1.04,0.74,1.04
66,114,180,0.96,0.84,0.75,0.23,0.43,0.13,0.62,0.11,0.17,0.67,0.13,0.06,0.96,0.62,0.67,0.96
66,115,181,0.2,0.02,0.27,0.07,0.52,0.54,0.22,0.07,0.17,0.49,0.09,0.05,0.27,0.54,0.49,0.54
66,116,182,0.56,1.2,0.75,0.25,0.01,0.08,0.7,0.12,0.17,0.74,0.17,0.1,1.2,0.7,0.74,1.2
66,117,183,0.03,0.01,0.08,0.03,0.2,0.31,0.04,0.01,0.16,0.4,0.09,0.05,0.08,0.31,0.4,0.4
66,118,184,0.13,0.29,0.38,0.16,0.01,0.04,0.17,0.06,0.11,0.43,0.14,0.09,0.38,0.17,0.43,0.43
66,119,185,0.01,0.01,0.03,0.01,0.02,0.1,0.03,0.02,0.12,0.45,0.05,0.04,0.03,0.1,0.45,0.45
66,120,186,0.12,0.2,0.81,0.63,0.01,0.01,0.21,0.14,0.09,0.44,0.34,0.34,0.81,0.21,0.44,0.81
66,122,188,0.28,0.19,0.77,0.79,0.16,0.04,0.19,0.16,1.05,0.65,0.81,0.89,0.79,0.19,1.05,1.05
66,123,189,0.01,0.01,0.03,0.04,0.18,0.05,0.08,0.02,0.89,0.41,0.42,0.48,0.04,0.18,0.89,0.89
66,124,190,2.03,0.45,2.89,3.86,0.74,0.03,1.07,0.62,1.35,1.05,2.2,2.72,3.86,1.07,2.72,3.86
66,125,191,0.35,0.04,1.19,1.83,0.9,0.12,0.57,0.31,1.81,0.5,1.59,1.92,1.83,0.9,1.92,1.92
66,126,192,32.07,19.73,11.08,15.9,0.01,0.01,0.01,0.23,2.86,1.16,1.26,2.51,32.07,0.23,2.86,32.07
66,127,193,0.01,0.01,0.03,0.54,0.01,0.01,0.02,0.34,0.01,0.01,0.01,0.01,0.54,0.34,0.01,0.54
67,103,170,0.01,0.01,0.01,0.01,0.15,0.09,0.01,0.02,0.001,0.001,0.001,0.001,0.01,0.15,0.001,0.15
67,104,171,0.01,0.01,0.01,0.01,0.94,0.67,0.11,0.11,0.001,0.001,0.001,0.001,0.01,0.94,0.001,0.94
67,105,172,0.05,0.08,0.02,0.01,0.78,0.56,0.06,0.08,0.05,0.03,0.04,0.07,0.08,0.78,0.07,0.78
67,106,173,0.03,0.05,0.01,0.01,0.89,0.85,0.19,0.08,0.04,0.04,0.02,0.05,0.05,0.89,0.05,0.89
67,107,174,0.23,0.25,0.12,0.05,1.88,1.5,0.39,0.21,0.04,0.07,0.02,0.05,0.25,1.88,0.07,1.88
67,108,175,0.05,0.06,0.03,0.01,1,0.91,0.39,0.08,0.08,0.56,0.06,0.02,0.06,1,0.56,1
67,109,176,0.21,0.36,0.17,0.06,1.11,1.81,0.46,0.18,0.08,0.33,0.02,0.02,0.36,1.81,0.33,1.81
67,110,177,0.11,0.15,0.04,0.01,0.72,0.6,0.62,0.15,0.07,1.06,0.07,0.03,0.15,0.72,1.06,1.06
67,111,178,0.19,0.24,0.25,0.08,0.82,1.33,0.67,0.2,0.05,0.63,0.06,0.01,0.25,1.33,0.63,1.33
67,112,179,0.07,0.12,0.08,0.02,0.58,0.4,0.64,0.14,0.05,0.52,0.09,0.03,0.12,0.64,0.52,0.64
67,113,180,0.19,0.07,0.26,0.08,0.58,0.5,0.65,0.13,0.11,0.45,0.07,0.03,0.26,0.65,0.45,0.65
67,114,181,0.07,0.24,0.14,0.03,0.54,0.16,0.7,0.16,0.14,0.5,0.04,0.02,0.24,0.7,0.5,0.7
67,115,182,0.06,0.15,0.23,0.06,0.36,0.5,0.76,0.12,0.11,0.47,0.07,0.04,0.23,0.76,0.47,0.76
67,116,183,0.05,0.22,0.13,0.04,0.21,0.09,0.58,0.14,0.25,0.38,0.08,0.06,0.22,0.58,0.38,0.58
67,117,184,0.02,0.07,0.17,0.06,0.16,0.17,0.54,0.1,0.24,0.07,0.11,0.06,0.17,0.54,0.24,0.54
67,118,185,0.03,0.19,0.25,0.14,0.1,0.11,0.7,0.29,0.24,0.24,0.12,0.12,0.25,0.7,0.24,0.7
67,119,186,0.01,0.01,0.07,0.06,0.16,0.27,0.6,0.13,0.21,0.18,0.3,0.31,0.07,0.6,0.31,0.6
67,120,187,0.03,0.19,0.2,0.19,0.2,0.06,1.25,0.57,0.7,0.38,0.78,0.8,0.2,1.25,0.8,1.25
67,121,188,0.03,0.02,0.05,0.05,0.27,0.15,0.63,0.16,0.69,0.18,0.65,0.66,0.05,0.63,0.69,0.69
67,122,189,0.08,0.22,0.27,0.33,0.69,0.04,2.3,1.18,1.63,0.8,0.35,0.41,0.33,2.3,1.63,2.3
67,123,190,0.05,0.02,0.18,0.21,1.21,0.22,2.39,1.01,1.54,0.68,1.16,1.51,0.21,2.39,1.54,2.39
67,124,191,0.53,0.4,0.43,0.65,1.04,0.02,2.75,2.29,1.23,0.88,1.17,3.19,0.65,2.75,3.19,3.19
67,125,192,0.56,0.11,0.53,0.83,1.53,0.14,1.18,1.07,3.78,1.1,2.52,3.44,0.83,1.53,3.78,3.78
67,126,193,27.3,17.41,7.9,10.39,0.01,0.01,0.37,2.66,1.43,0.95,1.6,1.6,27.3,2.66,1.6,27.3
67,128,195,0.01,0.01,1.9,4.45,0.01,0.01,0.19,10.24,0.11,0.01,1.33,3.42,4.45,10.24,3.42,10.24
67,129,196,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.96,0.28,0.01,1.27,1.77,0.01,0.96,1.77,1.77
67,130,197,0.01,0.01,0.38,0.3,0.01,0.01,0.01,0.63,0.02,0.01,0.72,0.57,0.38,0.63,0.72,0.72
67,132,199,0.001,0.001,0.001,0.36,0.001,0.001,0.001,0.56,0.02,0.01,0.79,0.83,0.36,0.56,0.83,0.83
67,134,201,0.001,0.001,0.001,0.06,0.001,0.001,0.001,0.12,0.01,0.01,0.01,0.09,0.06,0.12,0.09,0.12
67,136,203,0.001,0.001,0.001,0.05,0.001,0.001,0.001,0.14,0.02,0.01,0.26,0.9,0.05,0.14,0.9,0.9
67,138,205,0.001,0.001,0.001,0.14,0.001,0.001,0.001,0.15,0.01,0.01,0.21,1.54,0.14,0.15,1.54,1.54
67,140,207,0.001,0.001,0.001,0.4,0.001,0.001,0.001,0.28,0.01,0.01,0.12,1.79,0.4,0.28,1.79,1.79
67,142,209,0.001,0.001,0.001,0.33,0.001,0.001,0.001,0.13,0.01,0.01,0.06,2.07,0.33,0.13,2.07,2.07
67,144,211,0.001,0.001,0.001,0.6,0.001,0.001,0.001,0.27,0.01,0.01,0.01,0.01,0.6,0.27,0.01,0.6
68,103,171,0.01,0.01,0.01,0.01,0.35,0.11,0.01,0.03,0.001,0.001,0.001,0.001,0.01,0.35,0.001,0.35
68,104,172,0.01,0.01,0.01,0.01,0.37,0.25,0.02,0.01,0.001,0.001,0.001,0.001,0.01,0.37,0.001,0.37
68,105,173,0.01,0.01,0.01,0.01,0.94,0.59,0.05,0.08,0.03,0.03,0.02,0.06,0.01,0.94,0.06,0.94
68,106,174,0.02,0.01,0.01,0.01,1.05,0.96,0.15,0.04,0.09,0.07,0.06,0.13,0.02,1.05,0.13,1.05
68,107,175,0.01,0.01,0.01,0.01,1.29,1.03,0.27,0.13,0.07,0.06,0.05,0.08,0.01,1.29,0.08,1.29
68,108,176,0.21,0.43,0.05,0.06,0.87,1.7,0.34,0.04,0.08,0.13,0.08,0.09,0.43,1.7,0.13,1.7
68,109,177,0.08,0.1,0.06,0.02,0.86,0.8,0.59,0.19,0.06,0.11,0.06,0.04,0.1,0.86,0.11,0.86
68,110,178,0.51,0.85,0.43,0.18,0.95,1.69,0.72,0.07,0.07,0.46,0.07,0.05,0.85,1.69,0.46,1.69
68,111,179,0.11,0.14,0.12,0.03,0.67,0.63,0.65,0.15,0.05,0.27,0.04,0.02,0.14,0.67,0.27,0.67
68,112,180,0.42,0.51,0.49,0.13,0.8,0.87,0.77,0.06,0.08,0.62,0.07,0.04,0.51,0.87,0.62,0.87
68,113,181,0.14,0.18,0.15,0.04,0.5,0.66,0.59,0.15,0.05,0.43,0.06,0.04,0.18,0.66,0.43,0.66
68,114,182,0.24,0.5,0.54,0.12,0.38,0.49,0.68,0.06,0.11,0.35,0.08,0.05,0.54,0.68,0.35,0.68
68,115,183,0.08,0.05,0.14,0.05,0.16,0.47,0.31,0.07,0.04,0.11,0.08,0.05,0.14,0.47,0.11,0.47
68,116,184,0.18,0.13,0.37,0.15,0.16,0.01,0.42,0.08,0.16,0.11,0.15,0.12,0.37,0.42,0.16,0.42
68,117,185,0.06,0.01,0.09,0.05,0.09,0.04,0.1,0.03,0.13,0.06,0.09,0.08,0.09,0.1,0.13,0.13
68,118,186,0.11,0.13,0.2,0.1,0.04,0.01,0.17,0.05,0.3,0.12,0.21,0.19,0.2,0.17,0.3,0.3
68,120,188,0.23,0.09,0.35,0.28,0.07,0.04,0.19,0.1,0.23,0.07,0.43,0.47,0.35,0.19,0.47,0.47
68,122,190,0.94,0.15,1.13,1.5,0.22,0.09,0.53,0.63,2.89,0.78,1.14,1.31,1.5,0.63,2.89,2.89
68,123,191,0.4,0.02,0.61,0.96,0.48,0.2,0.47,0.49,2.38,0.71,1.02,1.24,0.96,0.49,2.38,2.38
68,124,192,2.75,0.4,3.21,4.54,1.9,0.1,1.21,1.24,4.11,1.96,2.7,3.26,4.54,1.9,4.11,4.54
68,125,193,1.99,0.1,2.85,4.49,2.95,0.44,1.29,1.4,3.72,1.01,1.32,1.85,4.49,2.95,3.72,4.49
68,126,194,29.8,35.9,7.83,7.53,0.01,0.01,0.53,0.23,5.79,3.72,2.75,3.75,35.9,0.53,5.79,35.9
68,127,195,0.01,0.01,0.27,0.17,0.01,0.01,0.3,0.11,0.17,0.01,1.18,1.5,0.27,0.3,1.5,1.5
68,128,196,0.05,0.01,0.74,1.55,0.01,0.01,0.01,0.44,2.39,0.3,1.07,1.32,1.55,0.44,2.39,2.39
68,129,197,0.01,0.01,0.01,0.01,0.01,0.01,0.05,0.57,2.08,0.01,1.06,1.86,0.01,0.57,2.08,2.08
68,138,206,0.001,0.001,0.001,0.3,0.001,0.001,0.001,0.11,0.02,0.01,0.07,0.27,0.3,0.11,0.27,0.3
68,140,208,0.001,0.001,0.001,0.54,0.001,0.001,0.001,0.13,0.02,0.01,0.1,0.84,0.54,0.13,0.84,0.84
68,142,210,0.001,0.001,0.001,1.77,0.001,0.001,0.001,0.17,0.01,0.01,0.05,2.19,1.77,0.17,2.19,2.19
69,104,173,0.01,0.01,0.01,0.01,0.35,0.09,0.01,0.02,0.001,0.001,0.001,0.001,0.01,0.35,0.001,0.35
69,107,176,0.01,0.01,0.01,0.01,0.49,0.3,0.01,0.06,0.001,0.001,0.001,0.001,0.01,0.49,0.001,0.49
69,108,177,0.01,0.01,0.01,0.01,0.52,0.36,0.08,0.06,0.04,0.02,0.02,0.05,0.01,0.52,0.05,0.52
69,109,178,0.06,0.05,0.01,0.01,0.98,0.76,0.1,0.15,0.02,0.01,0.02,0.04,0.06,0.98,0.04,0.98
69,110,179,0.01,0.02,0.01,0.01,0.74,0.71,0.31,0.1,0.04,0.03,0.02,0.04,0.02,0.74,0.04,0.74
69,111,180,0.08,0.1,0.04,0.02,0.96,0.75,0.29,0.16,0.02,0.03,0.01,0.03,0.1,0.96,0.03,0.96
69,112,181,0.01,0.01,0.01,0.01,0.6,0.67,0.42,0.1,0.03,0.07,0.02,0.02,0.01,0.67,0.07,0.67
69,113,182,0.04,0.11,0.09,0.02,0.41,0.66,0.41,0.12,0.02,0.06,0.03,0.04,0.11,0.66,0.06,0.66
69,114,183,0.06,0.05,0.1,0.03,0.28,0.31,0.5,0.1,0.04,0.15,0.06,0.06,0.1,0.5,0.15,0.5
69,115,184,0.03,0.02,0.14,0.03,0.15,0.12,0.41,0.09,0.04,0.07,0.09,0.08,0.14,0.41,0.09,0.41
69,116,185,0.04,0.09,0.12,0.03,0.18,0.19,0.46,0.11,0.22,0.26,0.16,0.13,0.12,0.46,0.26,0.46
69,117,186,0.03,0.06,0.1,0.06,0.13,0.19,0.3,0.11,0.14,0.26,0.14,0.17,0.1,0.3,0.26,0.3
69,118,187,0.03,0.02,0.09,0.06,0.12,0.02,0.29,0.12,0.17,0.14,0.16,0.17,0.09,0.29,0.17,0.29
69,119,188,0.05,0.01,0.13,0.11,0.2,0.1,0.35,0.18,0.13,0.11,0.21,0.23,0.13,0.35,0.23,0.35
69,120,189,0.07,0.02,0.1,0.1,0.3,0.04,0.48,0.36,0.87,0.18,0.5,0.59,0.1,0.48,0.87,0.87
69,121,190,0.18,0.01,0.26,0.29,0.74,0.1,1.04,0.68,0.61,0.08,0.63,0.81,0.29,1.04,0.81,1.04
69,122,191,0.19,0.03,0.48,0.49,1.01,0.05,1.75,1.49,1.24,1.72,0.69,0.9,0.49,1.75,1.72,1.75
69,123,192,0.4,0.03,0.67,0.97,2.11,0.26,3.15,2.2,1.58,1.84,1.37,1.71,0.97,3.15,1.84,3.15
69,124,193,0.41,0.24,0.77,1.09,2.82,0.23,3.9,3.72,6.73,1.52,1.41,1.67,1.09,3.9,6.73,6.73
69,125,194,1.24,0.37,0.94,1.06,4.8,0.8,3.5,3.21,9.76,3.66,2.29,2.34,1.24,4.8,9.76,9.76
69,126,195,23.36,29.96,7.75,6.73,0.01,0.01,1.32,0.44,4.39,2.21,1.92,2.42,29.96,1.32,4.39,29.96
69,127,196,0.01,0.01,0.03,0.04,0.01,0.01,0.16,0.02,1.12,0.01,1.67,2.14,0.04,0.16,2.14,2.14
69,128,197,0.45,0.01,0.56,0.24,0.01,0.01,0.96,0.4,2.86,0.01,1.52,1.98,0.56,0.96,2.86,2.86
69,130,199,0.01,0.01,0.04,0.01,0.01,0.01,0.45,0.04,1.15,0.01,1.43,1.87,0.04,0.45,1.87,1.87
69,132,201,0.01,0.01,0.04,0.02,0.01,0.01,0.45,0.07,0.24,0.01,0.01,0.15,0.04,0.45,0.24,0.45
69,134,203,0.01,0.01,0.01,0.04,0.01,0.01,0.1,0.09,0.58,0.01,0.03,0.27,0.04,0.1,0.58,0.58
69,136,205,0.01,0.01,0.99,0.06,0.01,0.01,0.01,0.18,0.75,0.01,0.04,0.33,0.99,0.18,0.75,0.99
69,138,207,0.001,0.001,0.001,0.09,0.001,0.001,0.001,0.26,1.71,0.01,0.09,0.64,0.09,0.26,1.71,1.71
69,140,209,0.001,0.001,0.001,0.16,0.001,0.001,0.001,0.27,0.53,0.01,0.14,0.72,0.16,0.27,0.72,0.72
69,142,211,0.001,0.001,0.001,0.22,0.001,0.001,0.001,0.19,0.02,0.01,0.1,0.85,0.22,0.19,0.85,0.85
69,144,213,0.001,0.001,0.001,0.3,0.001,0.001,0.001,0.16,0.01,0.01,0.01,0.01,0.3,0.16,0.01,0.3
69,146,215,0.001,0.001,0.001,0.56,0.001,0.001,0.001,0.28,0.01,0.01,0.01,0.01,0.56,0.28,0.01,0.56
69,148,217,0.001,0.001,0.001,3.19,0.001,0.001,0.001,0.17,0.01,0.01,0.01,0.01,3.19,0.17,0.01,3.19
69,149,218,0.001,0.001,0.001,0.04,0.001,0.001,0.001,0.14,0.01,0.01,0.01,0.01,0.04,0.14,0.01,0.14
